Case Number,Date/Time,Created Time,Category,Subject,Corporate Name,Mode of Payment,Resolution
73173680,1/17/2025,10:53 am,Miscellaneous,Re: Zepto || TID Deeactvation,FOODMART SELLERS PRIVATE LIMITED_001S400000HpZLNIA3,,TID block Request
71804386,11/27/2024,11:11 am,Transaction Related Query,Re: Re: Refund against failed transactions on Canara setu bill payment website,PRIVATE BANK COU,,
73198844,1/18/2025,11:35 am,Miscellaneous,Help required in resetting PLURAL dashboard,internal,,"Unable to login to plural dashboard, park to plural tech"
73266263,1/20/2025,02:13 pm,Miscellaneous,Re:[## 651993 ##] Refund status not updated in juspay.,Digital Commerce Ltd,,"Juspay concern , park to plural tech"
73267060,1/20/2025,02:39 pm,Miscellaneous,Re: Batch settlement timings,Green Technologies Private Limited_001S400000GxaLcIAJ,,"Disable UPI CC rupay, park to banking ops"
73269339,1/20/2025,03:33 pm,Miscellaneous,FW: 19 IMEIs Details Required for Nov'24 Payment,internal,,park to plural tech support
73272621,1/20/2025,04:57 pm,Miscellaneous,Novel Jewels Limited settlement cycle,Jewelry Limited_6976,,ICB settlement mode
71846065,11/28/2024,12:36 pm,Transaction Related Query,"Re: Payment Reference ID: COUWL8028533835 Failed - No refund. - Credit Card bill payment on Canara Setu - failed, - amount debited but not refunded .",private bank cou,,
71847312,11/28/2024,01:00 pm,Settlement Amount Related Query,Settlement Status,educational institution,,
73327833,1/22/2025,01:14 pm,Miscellaneous,WordPress Plugin Not Working Properly,Not Confirmed,,Payment Gateway Issue
71852686,11/28/2024,03:16 pm,Transaction Related Query,FW: EXTERNAL : [SUSPECTED SPAM] Request ID : 942364 Transaction ID Required,COMMUNITY SERVICE,,
71859677,11/28/2024,05:35 pm,Transaction Related Query,Re: Social Media Complaint/Query //60059//,PRIVATE BANK COU,,
73372717,1/23/2025,11:33 am,Miscellaneous,FW: No Cost EMI Enablement | Chaya Education,EDUCATION PVT LTD,,"No cost EMI activation request, park to mapping"
73392616,1/23/2025,07:59 pm,Miscellaneous,Blinkit Prod testing V2,Marketing Affiliates,,
73394389,1/23/2025,09:52 pm,Miscellaneous,MID: 326792 commercial,proptech group business services private limited_6916,,Commercial rates required configured on MID.
71883332,11/29/2024,12:07 pm,Transaction Related Query,Fwd: Urgent Attention please,Educational Board UG,,
71885475,11/29/2024,12:28 pm,Merchant Authentication,Re: Request for Dashboard Password Reset (Reset Option Not Working),STATE BOARD 1,,
73411458,1/24/2025,09:13 am,Miscellaneous,Request for activation of payment methods,MERCHANT SOMA AMZ PG,,payment mode enable request
73417741,1/24/2025,12:34 pm,Miscellaneous,woo commerce plural plugin is not provided in the documentation,Not Confirmed,,
73422240,1/24/2025,02:23 pm,Miscellaneous,i need plugin link for woo commerce,MERCHANT RAVINDRA,,Merchant not able to download the report
73420993,1/24/2025,01:45 pm,Miscellaneous,Sorry for i dont share the mid i need only plugin link for woo commerce,MERCHANT RAVINDRA,,Asked merchant to share the mid number
73470677,1/25/2025,03:19 pm,Miscellaneous,Issue in login V2 dashboard,internal,,V2 dahsboard login issue
73634645,1/29/2025,09:03 pm,Miscellaneous,Re:[## 651993 ##] Refund status not updated in juspay. NewTicket,DIGITAL COMMERCE LIMITED,,"Juspay concern , park to plural tech"
73645941,1/30/2025,01:13 pm,Miscellaneous,RE: Need clarification on the Error Code,Tech Lab Private Limited Payout,,The reason for the 4000 response code
73692116,1/31/2025,11:46 pm,Miscellaneous,RE: Pinelab payment against same day settlement,NET SOLUTION PRIVATE LIMITED_6981,,Merchant required the nodal account details to transfer the amount.
72952807,1/7/2025,11:52 am,Miscellaneous,Balance Confirmation || Pinelabs || 31 Dec 24,Solution Systems Private Limited Education,,Balance confirmation shared with the merchant.
72954934,1/7/2025,12:48 pm,Miscellaneous,Processing fees and other fees charged,Internal,,EMI processing fees required from the bank
70712348,11/6/2024,03:56 pm,Pine Gateway Complaint Related,Settlement pending -Discount Total Fixed Amount (Rs.)  431022357 NewTicket,Electronics sales,,
70715059,11/6/2024,05:36 pm,Pine Gateway Complaint Related,<Urgent>Overdue (5 Days) _INR 1.93 Lacs/- _Pinelabs Pvt Ltd.,Electronics India Private Limited PG,,
70715106,11/6/2024,05:39 pm,Pine Gateway Complaint Related,FW: <Urgent>Overdue (5 Days) _INR 1.93 Lacs/- _Pinelabs Pvt Ltd.,Electronics India Private Limited PG,,
72967089,1/7/2025,10:36 pm,Miscellaneous,SDS transaction reflection Pg unprocessed report.,Internal Communication,,"No action required, hence closing the case."
73007444,1/9/2025,06:15 pm,Miscellaneous,Escalation Matrix _ Pinelabs.,DIGITAL COMMERCE LTD,,Excalation matrix required by the Infiniti retails and we have asked the alfin to share the same with the merchant.
73108665,1/14/2025,06:40 pm,Miscellaneous,POST SETTLED SALE TRANSACTION 26-12-2024 NewTicket,Payment Solutions Pvt Ltd PG,,No action is required at our end.
73135294,1/15/2025,04:24 pm,Miscellaneous,Delivered Order Refund Done,Mobile Store Private Limited,,Partially refund query
73148753,1/16/2025,11:52 am,Miscellaneous,Confirmation of Owner and registered email ID,Solution Systems Private Limited,,User details required same has been shared
73179339,1/17/2025,01:35 pm,Miscellaneous,Pinelab Agreement,Retail Mart India Private Limited PG,,Sign required
73200374,1/18/2025,12:33 pm,Miscellaneous,Excess charges levied,PROPERTY TECHNOLOGIES SOLUTIONS PRIVATE LIMIT,,Commercials rates required
73293069,1/21/2025,12:09 pm,Miscellaneous,Escalation Matrix _ Pinelabs. NewTicket,DIGITAL COMMERCE LTD,,Excalation matrix required by the Infiniti retails and we have asked the alfin to share the same with the merchant.
70829207,11/12/2024,12:25 pm,PG-Dashboard related issue,Request for Access to Share Payment Links,Lifestyle And Fashion India Pvt Ltd,,
73300566,1/21/2025,02:14 pm,Miscellaneous,RE: Ticket updated - #227987 - Auditor approval but 17 account not created,Community Small Finance Bank,,webhook sent successfully. We reverted to the merchant
73377707,1/23/2025,12:34 pm,Miscellaneous,Re: Request to Add MPR Report Option.,Mobile Store Private Limited,,Merchant is not getting the GET MPR option in V2 dashboard.
73420512,1/24/2025,01:30 pm,Miscellaneous,Anarock || UPI Issue NewTicket,Proptech Group Business Services Pvt ltd,,
73428360,1/24/2025,04:49 pm,Miscellaneous,Request to raise invoices against our ISD GSTIN,PROPERTY TECHNOLOGIES SOLUTIONS PRIVATE LIMIT,,GSTIN update request
73547659,1/27/2025,04:43 pm,Miscellaneous,Re: [EXTERNAL] Request for email from registered email ID for MID wise Invoice,Solution Systems Private Limited,,Debit note required
70958499,11/14/2024,09:12 am,Pine Gateway Request Related,Pine Transaction Status failed still amount settled to Reliance.,MEGA RETAIL LIMITED ONLINEMART JMD ASP,,
73551095,1/27/2025,05:20 pm,Miscellaneous,Re: Reg. Dispute Charges Against Serial No Validation in Pine PG,MOBILE STORE PRIVATE LIMITED,,Unable to understand
73281262,1/20/2025,08:42 pm,Miscellaneous,Monitoring SR for Caratlane,jewelrymart trading private limited_001GB00003EXmCGYA1,,Merchant required some person to monitoring the details.
73299621,1/21/2025,01:54 pm,Miscellaneous,Transition of Plural Support to PG.KeyMerchants for Issues. (Unity small finance bank),Community Small Finance Bank,,Merchant has moved from 90 days .
73300176,1/21/2025,02:06 pm,Miscellaneous,Transition of Plural Support to PG.KeyMerchants for operational support. (ROI NET SOLUTION PRIVATE LIMITED_6981),NET SOLUTION PRIVATE LIMITED_6981,,Merchant has moved from 90 days.
73300817,1/21/2025,02:20 pm,Miscellaneous,"Transition of Plural Support to PG.KeyMerchants for operational support. ( Mind Sarray 326999,327000)",TechArray Network Pvt Ltd,,Merchant has moved from 90 days.
73310961,1/21/2025,06:12 pm,Miscellaneous,Go-live announcement | V3 | Caratlane,Jewelrymart,,"Merchant added in 90 days bucket, No action required"
73331078,1/22/2025,02:25 pm,Miscellaneous,Go-live announcement | V3 | KRNV,INNOVATIVES PRIVATE LIMITED,,internal update
73336667,1/22/2025,04:01 pm,Miscellaneous,Re: Important points to be addressed pertaining Refund,GENERAL Insurance Company limited- 311117,,Same issue going on this case id - 73377383
73377383,1/23/2025,12:29 pm,Miscellaneous,Re: Important points to be addressed pertaining Refund,GENERAL Insurance Company limited- 311117,,"Mailed to merchant, Hence closing this case"
73548059,1/27/2025,04:52 pm,Miscellaneous,Auro Reality || Convinence Fee Model Issue_1,Property Realty,,
73551385,1/27/2025,05:23 pm,Miscellaneous,Re: VPA confirmation,INFOSERVE TECHNOLOGIES PRIVATE LIMITED(FinanceApp reseller)- All merchant,,
73576555,1/28/2025,11:30 am,Miscellaneous,#Business# Arrange Meeting For Pinelabs Refund processing,GENERAL Insurance Company limited- 311117,,
73649430,1/30/2025,02:18 pm,Miscellaneous,Active TID for Agarwal Packers and  Movers,LOGISTICS AND MOVERS LIMITED,,Update given to internal
73666279,1/31/2025,08:47 am,Miscellaneous,Re: Fwd: Your document signing has been finalised successfully,,,
73798708,2/5/2025,05:24 pm,Miscellaneous,Live OEM list on PG,Internal Communication,,Internal team required the active OEM list.
73911714,2/9/2025,10:06 am,Miscellaneous,Chargeback against 49000 full documents,Sweet Shop,,Offline Transaction. chargeback issue.
73951723,2/10/2025,06:27 pm,Miscellaneous,RE: BOB Logo escalation received pls update.,DIGITAL COMMERCE LTD,,Need to LOGO change on Bank Page
71469830,11/19/2024,04:26 pm,Pine Gateway Complaint Related,,Life Style & Fashion India Pvt Ltd,,
73991517,2/12/2025,11:57 am,Miscellaneous,RE: Plural on VIP store,Industries Limited Bags PG,,DBA name shared.
71595508,11/22/2024,11:11 am,PG-Databases Changes,Request to disable corporate card routing. Pg Mer Id: 312802,Property Technologies Solutions Pvt Ltd Education PG,,
73998186,2/12/2025,02:16 pm,Miscellaneous,Re: Plural on VIP store,Industries Limited Bags PG,,merchant display name change SKYBAGS to ELITE VIP bags or VIP Industries.
74001997,2/12/2025,04:20 pm,Miscellaneous,Request to update Registered Email Id,Learn Private Limited PG,,Merchant wants to change the registered email id
74013683,2/13/2025,10:36 am,Miscellaneous,Re: About MIS SFTP NewTicket,Merchant Garima Fintech Pg,,Public key to get the SFTP credentials for uploading daily MIS.
74016503,2/13/2025,11:43 am,Miscellaneous,Request for Early Sharing of Tax Invoice,Learn Private Limited PG,,Merchant required the invoice before the set time period.
74016117,2/13/2025,11:31 am,Miscellaneous,Request to Update Billing Address and GST Number w.e.f 01.01.2025,Learn Private Limited PG,,Need the address change
74020423,2/13/2025,12:58 pm,Miscellaneous,RE: Pinlab Issue with the order-TC255024179200 || Oppo Brand,,,
74044987,2/14/2025,12:19 pm,Miscellaneous,Request for Same-Day Card Settlement (T+0),Paysoft Softwares and Solutions Pvt Ltd PG,,"No action required, hence closing this case a merchant wants to enable SDS payment mode."
74059991,2/14/2025,07:16 pm,Miscellaneous,RE: Repricing approval : MID 353394 / Future Generali India Insurance Company Limited,Insurance Company Limited,,Repricing
74114004,2/17/2025,03:47 pm,Miscellaneous,Pinelabs Activation Lulu E-commerce- MID 3023.,Hypermarket,,Merchant want to activate the payment gateway
74135877,2/18/2025,11:34 am,Miscellaneous,Request to Update Billing Address and GST Number w.e.f 01.01.2025 NewTicket,Learn Private Limited PG,,Adress change required
71822035,11/27/2024,05:24 pm,Pine Gateway Request Related,capture the payment - Transaction ID 156258707,Property Technologies Solutions Pvt Ltd Education PG,,
74169975,2/19/2025,09:42 am,Miscellaneous,RE: Issues on Citi Program (CitiSpring) at RELX India,KNOWLEDGE INDIA PVT LTD CITI,,"Late auth time extend request, park to banking ops"
73772233,2/4/2025,05:17 pm,Miscellaneous,Ultron_pinalab agreement along with addendum agreement copy,Electronics Commerce Private Limited,,Merchant required the pine labs signed agreement copy.
73819859,2/6/2025,12:52 pm,Miscellaneous,Excess charges levied NewTicket,PROPERTY TECHNOLOGIES SOLUTIONS PRIVATE LIMIT,,Sunil Sir is taking care of this on refer case id-73200374
73822040,2/6/2025,01:36 pm,Miscellaneous,Urgent||Code visibility||Priority,GIFT SOLUTIONS PRIVATE LIMITED,,No action is required at our end.
70713214,11/6/2024,04:51 pm,Pine Gateway Complaint Related,LError on pine Pg portal,RETAIL WORLD PVT LTD,,
73974723,2/11/2025,02:28 pm,Miscellaneous,Late Authorization (MID : 326879),jewelers india limited_6952,,Merchant wants to enable the late auth
74027741,2/13/2025,03:01 pm,Miscellaneous,Re: V2 dashboard walkthrough MID -  24274 / 22373,Tech Private Limited,,Report column to download the reports.
73722748,2/3/2025,11:21 am,Miscellaneous,Request for active TID's associated with Auro Realty merchant- MID-336510,,,Data shared
70802748,11/11/2024,12:01 pm,Pine Gateway Complaint Related,RE: Relx Implementation | Spring by Citi,,,
71308655,11/16/2024,12:12 pm,Pine Gateway Complaint Related,Fw: Failure of Aadhaar Verification - NTB App Journey,Community Small Finance Bank PG,,
71399536,11/18/2024,08:14 pm,Transaction Related Query,Re: Txn Status mismatch between Paytm Router and PInelabs,cloud retail solutions private limited_6938,,
73735477,2/3/2025,03:11 pm,Miscellaneous,VPA confirmation_1,INFOSERVE TECHNOLOGIES PRIVATE LIMITED(FinanceApp reseller)- All merchant,,Data shared with merchant
70848881,11/13/2024,09:08 am,Pine Gateway Complaint Related,Routing change of education merchants to RBL,Innovate Paytech solution Private LTD Education,,
73980840,2/11/2025,06:13 pm,Miscellaneous,FirstCry || TID disablement,RETAIL AGE PRIVATE LIMITED_001S400000JwVDDIA3,,Enable AXIS UPI TID
73792497,2/5/2025,04:29 pm,PG-Transaction issue,AUTHENTICATION NOT AVAILABLE -54 || Pinelabs,QuickDelivery Cybs Bank,,
70857798,11/13/2024,05:23 pm,Pine Gateway Complaint Related,User unable to Debit Card Option,Web Solutions India Pvt Ltd PG,,
71745029,11/25/2024,08:08 pm,Transaction Related Query,"RE: Increase in ""INVALID RESPONSE RECEIVED FROM BANK"" for Retail Fiesta Private Limited_6882",Commerce Hub Private Limited_6882,,
70994620,11/14/2024,01:23 pm,Pine Gateway Complaint Related,Re: Issue in Router Integration with Pinelabs,re,,
71766742,11/26/2024,12:14 pm,Transaction Related Query,Re: Failed Transactions,Commerce Hub Private Limited_6882,,
71031286,11/14/2024,05:40 pm,Pine Gateway Complaint Related,Nobroker Education routing change / MID - 312802,Property Technologies Solutions Pvt Ltd Education PG,,
71839969,11/28/2024,10:23 am,Pine Gateway Complaint Related,Re: Savings & FD A/C opening : Transaction Id : 462029491 : Settlement Not Done : Rs 505000/-,Community Small Finance Bank PG,Unprocessed,
71911077,11/29/2024,08:06 pm,Pine Gateway Complaint Related,NTB account opening issues : Pine lab error,Community Small Finance Bank PG,,
71313976,11/16/2024,04:11 pm,Pine Gateway Complaint Related,Re: Multi cart,TELECOM SERVICES PVT LTD-PG,,
71313975,11/16/2024,04:11 pm,Pine Gateway Complaint Related,Re: Multi cart,TELECOM SERVICES PVT LTD-PG,,
71313971,11/16/2024,04:11 pm,Pine Gateway Complaint Related,Re: Multi cart,TELECOM SERVICES PVT LTD-PG,,
71443083,11/19/2024,09:34 am,Pine Gateway Complaint Related,Transaction Failure Issue,TECH Technologies Pvt Ltd Education PG,,
71510041,11/20/2024,12:57 pm,Pine Gateway Complaint Related,S2S enablement Reg,INDIA PRIVATE LIMITED,,
71732471,11/25/2024,03:13 pm,Pine Gateway Complaint Related,Plural Checkout page Issues.,Facility services India Pvt Ltd PG,,
71740992,11/25/2024,06:17 pm,Pine Gateway Complaint Related,MID 326900 || Routing Confirmation,retail concepts private limited_6962,,
71742646,11/25/2024,06:46 pm,Pine Gateway Complaint Related,Fwd: PAYOUT not working,TAX CONSULTANCY SERVICES,,
71784295,11/26/2024,07:06 pm,Pine Gateway Complaint Related,EMI need to be enabled,ELECTRONICS AND TRADING PRIVATE LIMITED,,
71839788,11/28/2024,10:07 am,Pine Gateway Complaint Related,Kotak bank still not working,Trading Broking Pvt Ltd PG,Net Banking,
71839739,11/28/2024,10:02 am,Pine Gateway Complaint Related,"Customer payment getting stuck with ""TIME OUT OCCURS AT BANK.PLEASE INITIATE INQUIRY""",Trading Broking Pvt Ltd PG,,
71841864,11/28/2024,11:19 am,Pine Gateway Complaint Related,Clarification on UPI Intent Flow Response Details,All merchants,UPI,
71861563,11/28/2024,06:07 pm,Pine Gateway Complaint Related,Re:[## 634149 ##] cashify <> PINELABS <> Zero SR Payment Method(s) (Volume ~ 106 txns),Commerce Hub Private Limited_6882,,
71870697,11/28/2024,09:27 pm,Pine Gateway Complaint Related,Issue with UPI payments,Organic Farms PVT LTD.,UPI,
71883138,11/29/2024,12:05 pm,Pine Gateway Complaint Related,XOXODAY || Payment Link Not Enabled,ONLINE SERVICES PRIVATE LIMITED_6926,,
71938490,11/30/2024,03:46 pm,Pine Gateway Complaint Related,Re: Multi cart NewTicket,TELECOM SERVICES PVT LTD-PG,,
70754811,11/8/2024,12:31 pm,Pine Gateway Complaint Related,RE: Brand Apple Macbook/8th Nov'24/ Product addition,Electronics sales,,
70837139,11/12/2024,04:44 pm,Pine Gateway Complaint Related,Fwd: SmartBuy payment issue Customer id:-61887019 Customer name:-SHUBHAM PANDEY,Smart Systems Pvt Ltd,,
71199849,11/15/2024,05:00 pm,Pine Gateway Complaint Related,Re: STANVERSE CASE CART ABANDONMENT TRANSACTIONS REPORTED,TECHVERSE TECHNOLOGIES PRIVATE LIMITED_6874,,
71600057,11/22/2024,01:18 pm,Pine Gateway Complaint Related,RE: Urgent: Issue with Payment Processing on Maple Website,TECH PVT LTD FINTECH PG,,
69425048,10/1/2024,5:18 pm,Pine Gateway Complaint Related,FW: Google txn details not found in multi cart Settled report,,,
69395476,10/1/2024,9:12 am,Pine Gateway Complaint Related,Locon 141615 || Routing Change,Solution Systems Private Limited,,
69493140,10/3/2024,11:58 am,Pine Gateway Complaint Related,Re: Unable to do payment out side of india,PROPTECH Group Business Services Pvt Ltd,,
69507081,10/3/2024,4:27 pm,Pine Gateway Complaint Related,Regarding payment gateway error of merchant ID - 270916,ACADEMY PRIVATE LIMITED PG,,
69529697,10/4/2024,3:23 pm,Pine Gateway Complaint Related,UPI payment is not working in mobile app.,Healthcare Hospitals Private Limited_6833,,
69536269,10/4/2024,6:37 pm,Pine Gateway Complaint Related,Re: VERSATILE ELECTRIC AUTOMOTIVE PRIVATE LIMITED - Integration Kit,ELECTRIC AUTOMOTIVE PRIVATE LIMITED_6970,,
69564848,10/6/2024,9:33 am,Pine Gateway Complaint Related,Re: Safal Program Go Live Plan : Pine PG,Dairy Fruit & Vegetable Private Limited PG,,
69580442,10/7/2024,12:04 pm,Pine Gateway Complaint Related,Dynamic URL required,MAINTENANCE SERVICES PRIVATE LIMITED_6973,,
69655670,10/9/2024,1:20 pm,Pine Gateway Complaint Related,Error on UPI Collection API,Unit Management Private Limited_6974,,
69650505,10/9/2024,11:55 am,Pine Gateway Complaint Related,Credit UPI Transaction,Facility services India Pvt Ltd PG,,
69726065,10/11/2024,6:16 pm,Pine Gateway Complaint Related,Locon 141615 || Routing Change NewTicket,Solution Systems Private Limited,,
69717557,10/11/2024,2:31 pm,Pine Gateway Complaint Related,URGENT: Facing issue while doing payment using pay by U_P_I apps.,Healthcare Hospitals Private Limited_6833,,
69757630,10/14/2024,11:05 am,Pine Gateway Complaint Related,Pay by link - SMS not triggering,ECommerz Market Services Private Ltd Banking PG,,
69766778,10/14/2024,12:54 pm,Pine Gateway Complaint Related,RE: Transaction only for selected banks,TECH TECHNOLOGIES GLOBAL PVT LTD PG,,
69403375,10/1/2024,12:09 pm,Transaction Related Query,FDDI Payment Status  Transaction Date 11 July 2024,,,
69404678,10/1/2024,12:24 pm,Transaction Related Query,Regarding settlement data MID 2886340,,,
69405134,10/1/2024,12:35 pm,Transaction Related Query,Re: REGARDING BBPS FAILED TRANSACTION IN A/C NO 120001399459 BBPS Txn ID is CA114229231136B4LPLW NewTicket,,,
69783284,10/14/2024,5:19 pm,Pine Gateway Complaint Related,Re: VERSATILE ELECTRIC AUTOMOTIVE PRIVATE LIMITED - Integration Kit NewTicket,ELECTRIC AUTOMOTIVE PRIVATE LIMITED_6970,,
69807921,10/15/2024,11:33 am,Pine Gateway Complaint Related,Payment error issue,EDUTECH PRIVATE LIMITED,,
69413004,10/1/2024,2:41 pm,Configuration Issue,PaybyLink Error | PAI International,PAY BY LINK,,
69846891,10/16/2024,11:15 am,Pine Gateway Complaint Related,RE: reg : net banking option,MERCHANT SHAILESH_6977,,
69452305,10/2/2024,7:55 am,Pine Gateway Complaint Related,Re: Hi Priority Escalation - Needs Resolution Immediately ! NewTicket,Tech Technologies Pvt Ltd,,
69495271,10/3/2024,12:38 pm,Settlement Amount Related Query,Re: Wrong settlement report for 3757670,,,
69507030,10/3/2024,4:23 pm,Transaction Related Query,Information regarding Fees collection,,,
69505181,10/3/2024,3:41 pm,Transaction Related Query,Re: BBPS PG TRANSACTION COUNT & AMOUNT FOR THE DATED- 30.09.2024 & 01.10.2024,,,
69505474,10/3/2024,3:55 pm,Transaction Related Query,"Fw: EXTERNAL : Fwd: Account Number -001494600001028 paid vide reference number -P250240350882473 dtd 06-09-2024 Rs.72, 000/-",,,
69885330,10/17/2024,12:22 pm,Pine Gateway Complaint Related,Re: Offer Validation failed Issue | INC1190275,DIGITAL COMMERCE LTD,,
69490426,10/3/2024,10:58 am,PG-Transaction issue,Plural Link Issue,Internal,,
69907261,10/17/2024,7:22 pm,Pine Gateway Complaint Related,Locon Education || Routing Change,Solution Systems Private Limited Education,,
69521638,10/4/2024,10:36 am,Pine Gateway Complaint Related,Unable to download settlements,,,
69522338,10/4/2024,11:23 am,Transaction Related Query,Re: CA114274155834NHN3RG - SOCIAL MEDIA COMPLAINT,,,
69904406,10/17/2024,6:39 pm,Pine Gateway Complaint Related,RE: PA on PA_Easebuzz_Star Health Insurance,HEALTHINSURE AND ALLIED EASEBUZZ,,
69973740,10/18/2024,3:53 pm,Pine Gateway Complaint Related,Issue with Passing Metadata in Return URL for Payment Integration,online retail private limited_6937,,
69957280,10/18/2024,12:21 pm,Pine Gateway Complaint Related,All DC EMI Transactions failing | cashify | PINELABS,Commerce Hub Private Limited_6882,,
69541481,10/5/2024,10:41 am,Transaction Related Query,Re: Social Media Complaint/Query //160769//,,,
69541489,10/5/2024,10:42 am,Transaction Related Query,Re: Social Media Complaint/Query //161105//,,,
69541499,10/5/2024,10:43 am,Transaction Related Query,Re: Social Media Complaint/Query //160387//,,,
69555466,10/5/2024,5:21 pm,Pine Gateway Query Related,Re: Fw: Payment I'd: COUWL6409936135,,,
70037681,10/19/2024,12:57 pm,Pine Gateway Complaint Related,ACTIVE PAY MODE LIVE TESTING-Nalco Water India Pvt Ltd Citi,Water Solutions India Pvt Ltd Citi,,
69576023,10/7/2024,9:10 am,Transaction Related Query,Reminder 1: EXTERNAL : status of chargeback,,,
69576636,10/7/2024,9:53 am,Transaction Related Query,Re: EXTERNAL : Refund of Community Hall Booking from A/c no 000394600001946 NewTicket,,,
69578641,10/7/2024,11:36 am,Transaction Related Query,Urgent - Airforce School Chandanwadi Issues,,,
69596837,10/7/2024,4:05 pm,Transaction Related Query,Re: CA1142051320432F6PZ2,,,
69596908,10/7/2024,4:06 pm,Transaction Related Query,Re: Require TXN status_CA114277105256BA194P,,,
69598634,10/7/2024,4:47 pm,Transaction Related Query,Re: Re: CA1142051320432F6PZ2,,,
69576964,10/7/2024,10:02 am,Pine Gateway Complaint Related,"Re: New Terminal Integration| JwPIp9gfCbRwbV, EednSxaDblWN74|Housing",Solution Systems Private Limited,,
70048909,10/19/2024,3:43 pm,Pine Gateway Complaint Related,No Cost EMI Still Missing,ELECTRIC AUTOMOTIVE PRIVATE LIMITED_6970,,
69583836,10/7/2024,12:54 pm,Transaction Related Query,Re: Missing ARN Number for Refund Transactions,SPORTS GEAR INDIA PVT LTD PG,,
69576857,10/7/2024,9:59 am,Pine Gateway Complaint Related,RE: FW: RE: RE: Technical Support Required (VOC Case) :- 3101137768||33562449882||Elavarasan A||#200874645,Electronics India Private Limited,,
70129916,10/21/2024,12:21 pm,Pine Gateway Complaint Related,Re: Issue with HDFC Card,TECH Technologies Private Limited_6966,,
69595192,10/7/2024,3:35 pm,Pine Gateway Complaint Related,,Smart systems Pvt ltd-Tech buy,,
69623229,10/8/2024,3:48 pm,Transaction Related Query,NEFT Status of FDDI - Shriya Shrivastava,,,
69632798,10/8/2024,5:15 pm,Transaction Related Query,Re: Payment I'd: COUWL6409936135,,,
69636270,10/8/2024,6:07 pm,Transaction Related Query,Re: Pinelabs integration document - TMC,,,
70144385,10/21/2024,5:45 pm,Pine Gateway Complaint Related,Re: INC1190780 || Offer Validation Failure NewTicket,DIGITAL COMMERCE LTD,,
70179929,10/22/2024,11:57 am,Pine Gateway Complaint Related,RE: BILLDESK Netbanking Transactions are getting failed || 70055803,,,
69634365,10/8/2024,5:37 pm,Transaction Related Query,Pinelabs refund ARN not generated - 8th Oct'24,Fashion stop Limited.,,
70282232,10/23/2024,7:46 pm,Pine Gateway Complaint Related,Re: Re: Server Issue - ( MID : - DNDwnIKxTmfrlR ),TECHARRAY NETWORK PVT LTD PG TICKETING,,
70243533,10/23/2024,12:23 pm,Pine Gateway Complaint Related,All DC EMI Transactions failing | cashify | PINELABS,Commerce Hub Private Limited_6882,,
70645711,11/3/2024,08:12 pm,Pine Gateway Query Related,Transaction Status Required - CPR Distributors Pvt Ltd,,,
70650539,11/4/2024,10:39 am,Pine Gateway Query Related,FW: Required confirmation on failed Transaction,PAY BY LINK,Cards,
70648106,11/4/2024,09:49 am,Pine Gateway Query Related,Re: Pine Lab Payout Transaction 30th Oct 2024,FINANCE SERVICES PVT LTD PG,,
70650739,11/4/2024,10:48 am,Pine Gateway Query Related,RE: Issue with Bank transaction NewTicket,Electronics India Private Limited PG,,
69649244,10/9/2024,11:17 am,Transaction Related Query,Re: Re: Failed NPS Contribution transaction initiated through BBPS.,,,
69660057,10/9/2024,4:23 pm,Transaction Related Query,Re: CA1142641134028P8GTH - SOCIAL MEDIA COMPLAINT,,,
69658454,10/9/2024,3:23 pm,Transaction Related Query,Re: Point to be added or changed,,,
69658483,10/9/2024,3:25 pm,Transaction Related Query,Re: Social Media Complaint/Query //162154//,,,
69660393,10/9/2024,4:36 pm,Transaction Related Query,Re: CUSTOMER COMPLAINT_CA1142730745247I4S7I,,,
70651943,11/4/2024,11:28 am,Pine Gateway Query Related,Cheq || Invoice Payment,FINTECH INNOVATIONS PRIVATE LIMITED_6927,,
70653074,11/4/2024,11:58 am,Pine Gateway Query Related,Transaction Status Not Matching,Merchant Garima Fintech Pg,,
70689975,11/5/2024,06:16 pm,Pine Gateway Query Related,Payment Deduction Issue for Seller Teddyera,Toys Store,,
70249547,10/23/2024,1:15 pm,Pine Gateway Complaint Related,Re: [## 506605 ##] UPI Dynamic routing Plural PG,Fashion Stop Limited_6821,,
70711802,11/6/2024,03:18 pm,Pine Gateway Query Related,Transaction Status Issue at plural,PAYMENT SOLUTIONS PRIVATE LIMITED_6957,,
70313061,10/24/2024,12:35 pm,Pine Gateway Complaint Related,Bigbasket - Pinelabs Transactions failing,RETAIL CONCEPTS PRIVATE LIMITED,,
70719416,11/6/2024,07:25 pm,Pine Gateway Query Related,Cancelled txn,Web Solutions India Pvt Ltd PG,,
70730608,11/7/2024,02:14 pm,Pine Gateway Query Related,RE: Settlement Issue,,,
70734715,11/7/2024,04:56 pm,Pine Gateway Query Related,"Re: [Amazon Smart Commerce Solutions Private Limited] Re: Payments: Plural Account Not Working, Ticket ID - 18776",MERCHANT SWETA_6730,,
70358266,10/25/2024,12:42 pm,Pine Gateway Complaint Related,Re:[## 622842 ##] cashify <> PINELABS <> Zero SR Payment Method(s) (Volume ~ 135 txns),Commerce Hub Private Limited_6882,,
70755960,11/8/2024,12:57 pm,Pine Gateway Query Related,Fw: regarding confirmation of amount,Development Authority PG,,
